file,review_method,review_focus,finding_ids,sha256,status,verification
docs/launch-readiness/evidence/db-roles.log,Complete parsed artifact and diagnostic review; no execution,"db-roles.log: provenance, semantic records and current applicability",,3ce53d6f160256b968536cd4a25f747a27a5e905028692b3bb5daddcc4238af1,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/focused-go.log,Complete parsed artifact and diagnostic review; no execution,"focused-go.log: provenance, semantic records and current applicability",,d62cde6a79c9fa70cfe28d9e8eb831c48baf600dabe5f147008d089b7f999d9c,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/migrations-final.log,Complete parsed artifact and diagnostic review; no execution,"migrations-final.log: provenance, semantic records and current applicability",,72b1d0b65aeda8773ff0248b9b68ad36e472cb892f35b83379c2d4ce0b163755,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/migrations.log,Complete parsed artifact and diagnostic review; no execution,"migrations.log: provenance, semantic records and current applicability",,b5df4fd54d03ac07429923300d8e950a11fa756167c6214ac5a9040678795c94,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/node-preview.log,Complete parsed artifact and diagnostic review; no execution,"node-preview.log: provenance, semantic records and current applicability",,7c1e0e0798a54fd06dd75cdae6166a30f81adb45c7eeeb412bfe79c0aa0136f3,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/outage-check.log,Complete parsed artifact and diagnostic review; no execution,"outage-check.log: provenance, semantic records and current applicability",,624f0a85b4c8f86f8722fe2f999dbd364fd5b424d1bc83ea901248a3b1baf556,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/outage-preview.log,Complete parsed artifact and diagnostic review; no execution,"outage-preview.log: provenance, semantic records and current applicability",,ea5313f0ae3c99bcfdcdbc8bf528e09f89f7cacd8d58a14732eff254e4edf754,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/owner-api-integration.log,Complete parsed artifact and diagnostic review; no execution,"owner-api-integration.log: provenance, semantic records and current applicability",,61e270d70f1095bf22106757cbf056814dafe7c81182b2216836ca1d9f63274d,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/owner-baseline-migrations.log,Complete parsed artifact and diagnostic review; no execution,"owner-baseline-migrations.log: provenance, semantic records and current applicability",,95586632a34edf9700bedf4ddb23940aa22d04a017a8b590aa7b3697206ad924,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/owner-fixed-migrations.log,Complete parsed artifact and diagnostic review; no execution,"owner-fixed-migrations.log: provenance, semantic records and current applicability",,34f31463c21a63d20edde96ccc511e664a10ce38e1a77de729ff558de0c6a1ec,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/owner-lifecycle-after.log,Complete parsed artifact and diagnostic review; no execution,"owner-lifecycle-after.log: provenance, semantic records and current applicability",,efe7c91a337fe3846728d3c356c36fb5b5a066c912ee4ef94044a7775dcfc40b,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/owner-lifecycle-before.log,Complete parsed artifact and diagnostic review; no execution,"owner-lifecycle-before.log: provenance, semantic records and current applicability",,85c667965c840f2e9cd78e14abb0de88fa2658fd59b6de498d36669512b79954,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/postgres-init.log,Complete parsed artifact and diagnostic review; no execution,"postgres-init.log: provenance, semantic records and current applicability",,d2878e0225a0ebbc532fa60c57df824e0cf29f3a16877db37bf1af1344c677f4,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/pricing-source-outage.png,Individually opened image; no new render,Historical screenshot; layout and provenance,,9961c65d05f84e7ea24a32b29efd4542a300c636fd64439f0cd17efe468aa8e8,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/public-playwright.log,Complete parsed artifact and diagnostic review; no execution,"public-playwright.log: provenance, semantic records and current applicability",,63f6a596cf37cecfd07a72babb76269fdfe135ff7dd6fa466c7d0398a97ab2e2,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/race.log,Complete parsed artifact and diagnostic review; no execution,"race.log: provenance, semantic records and current applicability",,d63eeab0f1a08ac37d2d174e80801a1a0570cdbde57f90c3de678aa82be58279,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/release-api.log,Complete parsed artifact and diagnostic review; no execution,"release-api.log: provenance, semantic records and current applicability",,946c6f47b6e0832d608f66cb831800e95add324c413d61d9eecea35feb7f0fc1,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/release-browser-check.log,Complete parsed artifact and diagnostic review; no execution,"release-browser-check.log: provenance, semantic records and current applicability",,80def651a02c9394a0cc14aaa5a1b987103daeecc93a2734c2382f0def3c708f,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/release-capabilities.json,Complete parsed artifact and diagnostic review; no execution,"release-capabilities.json: provenance, semantic records and current applicability",,7182ccffccc153a0669e9a5bcd04512c8e1640b1542ba98bc6e2f0aa081cb32d,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/release-pricing.json,Complete parsed artifact and diagnostic review; no execution,"release-pricing.json: provenance, semantic records and current applicability",,e78c2d940cb9a2226a7e2c8bb9a732e0fee9dfe872a7b3225056fc38c64d4e1a,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/settings-integration-final.log,Complete parsed artifact and diagnostic review; no execution,"settings-integration-final.log: provenance, semantic records and current applicability",,f955599b4d2298ff31ecc389385c7a2fae1f276211e7da61f41a7b7a5676e1cf,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/settings-integration.log,Complete parsed artifact and diagnostic review; no execution,"settings-integration.log: provenance, semantic records and current applicability",,87e9476b220d4a3c3d412c9d3ac7bc97549cd9031402d23d625ac64507d37776,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/web-build-final.log,Complete parsed artifact and diagnostic review; no execution,"web-build-final.log: provenance, semantic records and current applicability",,5309bf8c1dab0256293050dcd117c49552baabf1821bdd521e81cdc796d27b8f,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/web-build.log,Complete parsed artifact and diagnostic review; no execution,"web-build.log: provenance, semantic records and current applicability",,ab0036cb9de6bc3ee45920eb86717e7079b8c6b6d93bb51a1e863aa269929875,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/web-check-final.log,Complete parsed artifact and diagnostic review; no execution,"web-check-final.log: provenance, semantic records and current applicability",,2994015396e2871fa3b81a9c6a2ef61c84b7012cc944b6cd96471ad91df5155d,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/evidence/web-check.log,Complete parsed artifact and diagnostic review; no execution,"web-check.log: provenance, semantic records and current applicability",,b15249e9981a07eb7eb327fb89e0065ef47554104f35c7343cd5d44a1ff9cc7c,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/route-state-inventory.csv,Complete parsed artifact and diagnostic review; no execution,"route-state-inventory.csv: provenance, semantic records and current applicability",,047dd464393e7086d10991ded493154d10ebfdbfc16ac66f2db854525abf7486,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/settings-inventory.csv,Complete parsed artifact and diagnostic review; no execution,"settings-inventory.csv: provenance, semantic records and current applicability",,33aa0657ddb5dada1bc9a7c891731a65bd02398e5fc05d1a0282ce16746c6e2c,inspected; no separate finding recorded,Not executed; static audit only
docs/launch-readiness/source-manifest.json,Complete parsed artifact and diagnostic review; no execution,"source-manifest.json: provenance, semantic records and current applicability",,f63b5d3f4c9c8da59fbc63a0a6c586c9db6db2dc4df4371da45d61cb67dd9b29,inspected; no separate finding recorded,Not executed; static audit only
docs/operations/PRODUCTION-DEPLOYMENT-GUIDE.md,Direct document review; historical claims not current proof,Production Deployment Guide: kredit.ng: source consistency and evidence limits,F006;F038;F042,f2d495667fc891f61cf6ca9641ae1f05539bf6c973b98b6b48c8cb6149feb783,inspected; findings open,Not executed; static audit only
docs/operations/admin-surface-enablement.md,Direct document review; historical claims not current proof,Admin surface enablement: source consistency and evidence limits,,07134d247fdc66741dc0f9e0caabbb9e8ae5a0fdff9803bd0d80d02f5e82f8e4,inspected; no separate finding recorded,Not executed; static audit only
docs/operations/observability.md,Direct document review; historical claims not current proof,Observability contract: source consistency and evidence limits,,4bde5b43f18f01264f245332895e94709f667eb300ed31c081a11b9b7c2c1cb7,inspected; no separate finding recorded,Not executed; static audit only
docs/operations/persistence-migration.md,Direct document review; historical claims not current proof,Persistence migration contract: source consistency and evidence limits,,31d6f746f6331c56dcdbc7103631ed83ac2d774fb0ca1890206718350f1b0c97,inspected; no separate finding recorded,Not executed; static audit only
docs/operations/provider-adapter.md,Direct document review; historical claims not current proof,Provider adapter release gate: source consistency and evidence limits,,ac10e76d39e6bb6786b126ca6319d074b97cecbb5455995a2cdcf09ee40554d9,inspected; no separate finding recorded,Not executed; static audit only
docs/operations/provider-certification-plan.md,Direct document review; historical claims not current proof,Collection provider certification and contingency: source consistency and evidence limits,,544bba8c29c2cacbff9c98ea1b1a33b1c800b5a348d3a0528add3fcd268a6e5d,inspected; no separate finding recorded,Not executed; static audit only
docs/operations/readme-conformance.md,Direct document review; historical claims not current proof,README conformance audit: source consistency and evidence limits,,92e82133035afdc34cf6e950e6c487c74e9d726426514a16132449f3b9e42346,inspected; no separate finding recorded,Not executed; static audit only
docs/operations/readme-gap-audit.md,Direct document review; historical claims not current proof,README implementation gap audit: source consistency and evidence limits,,384556604ae8005e0a4c22467940276aef334eebee68418d4e15ef38cd113497,inspected; no separate finding recorded,Not executed; static audit only
docs/product/analytics-event-catalog.md,Direct document review; historical claims not current proof,Product analytics event catalog: source consistency and evidence limits,,c68c910944cd0157162caf1ce79bb913967553407497c390a1f398b1c16d3d8d,inspected; no separate finding recorded,Not executed; static audit only
docs/product/interface-copy.md,Direct document review; historical claims not current proof,Financial and trust interface copy: source consistency and evidence limits,,a5b90d2c9e97c2464706504abfa49ccaaaa736dfefe1933784b8efb7fb128558,inspected; no separate finding recorded,Not executed; static audit only
docs/product/kredit-interface-standard.md,Direct document review; historical claims not current proof,Kredit interface standard: source consistency and evidence limits,,cd258efa4ef3259376e1a672c615536d2004c179f1a68a2562725fc24ea47287,inspected; no separate finding recorded,Not executed; static audit only
docs/product/open-questions.md,Direct document review; historical claims not current proof,Product and external-dependency decision register: source consistency and evidence limits,,c8846b117d93e97cad702d5b35f07cfdadbf63acf7e7a3dec7fde699f6e97102,inspected; no separate finding recorded,Not executed; static audit only
docs/product/pilot-kill-thresholds.md,Direct document review; historical claims not current proof,Pilot kill thresholds: source consistency and evidence limits,,4b111f4c6055320e07c31c9940721016ef26a82a362a602df4041a73bd51ea1a,inspected; no separate finding recorded,Not executed; static audit only
docs/product/pilot-scorecard.md,Direct document review; historical claims not current proof,Pilot KPI scorecard: source consistency and evidence limits,,4cf3c74b3008a3d83a1920e3e43a4f5855f862fe1223a126d6d828ed1fb8177c,inspected; no separate finding recorded,Not executed; static audit only
docs/product/public-launch-and-admin-controls.md,Direct document review; historical claims not current proof,Owner Super Admin and private service activation: source consistency and evidence limits,,20fd09cd2877c8722dad65de20de57c6e76e9ca5c89bc6c5d7da5670e7998255,inspected; no separate finding recorded,Not executed; static audit only
docs/product/readme-completion-plan.md,Direct document review; historical claims not current proof,README completion implementation plan: source consistency and evidence limits,,a29d859cf15d373a8030f83d7eafa1c1a892919c1368daabe0954a80e169be0b,inspected; no separate finding recorded,Not executed; static audit only
docs/product/readme-completion-traceability.md,Direct document review; historical claims not current proof,README completion-plan traceability: source consistency and evidence limits,,0805f9af515d7c3e86c3676bc5c6abdf58b66c9adc77974a65a03bb3ade66f6c,inspected; no separate finding recorded,Not executed; static audit only
docs/product/strategic-recommendations.md,Direct document review; historical claims not current proof,Kredit — Strategic Recommendations: source consistency and evidence limits,,031e61476a06651f115ebce1777e1a7d257242c7ca517bb6f78bc5e203997ec2,inspected; no separate finding recorded,Not executed; static audit only
docs/product/wave0-contracts.md,Direct document review; historical claims not current proof,Wave 0 shared contract registry: source consistency and evidence limits,,4c8ed54c8329df01cde7dd95529944d0af4f834560408788156653b40e5238e3,inspected; no separate finding recorded,Not executed; static audit only
docs/product/workstream-evidence.tsv,Complete parsed artifact and diagnostic review; no execution,"workstream-evidence.tsv: provenance, semantic records and current applicability",,cfecbc34d4e1218931f66c611d92da93313d4b53b2bbd38db96b1b21980b9f75,inspected; no separate finding recorded,Not executed; static audit only
docs/product/world-class-product-standard.md,Direct document review; historical claims not current proof,World-class product standard: source consistency and evidence limits,,cb3e6566a4dce3e89d295076f643389ce3ef9576ce2c9649b181f96bdb9e38dd,inspected; no separate finding recorded,Not executed; static audit only
docs/release/certification-report.md,Direct document review; historical claims not current proof,Production-v1 certification report: source consistency and evidence limits,,5e3f5758094b5fb17b081cc6afb066d9cb67b77a6d38720d5123ee2b16b2674a,inspected; no separate finding recorded,Not executed; static audit only
docs/release/go-live-runbook.md,Direct document review; historical claims not current proof,Kredit go-live runbook: source consistency and evidence limits,F042,b0e0aee6d9cab61b99de31a8684aacf4bc7581aeb21af9f6b5f351f915bc4ae0,inspected; findings open,Not executed; static audit only
docs/release/readiness-checklist.md,Direct document review; historical claims not current proof,Production readiness checklist: source consistency and evidence limits,,f28c22683910d1574971556cf9253244da35412a7ab5eaaa45baa4602b46b443,inspected; no separate finding recorded,Not executed; static audit only
docs/release/wave5-accessibility-evidence.md,Direct document review; historical claims not current proof,Wave 5 accessibility evidence: source consistency and evidence limits,,7c3386c6dce00442d6bce3f342b20a5387451e57bee84b20537ab15e47d6bb57,inspected; no separate finding recorded,Not executed; static audit only
docs/release/wave6-analytics-evidence.md,Direct document review; historical claims not current proof,Wave 6 product analytics evidence: source consistency and evidence limits,,f6c01f7dc999d6d6edfd21b41be50da55c9ac7ba77c73b4ea9701965895d5290,inspected; no separate finding recorded,Not executed; static audit only
docs/runbooks/README.md,Direct document review; historical claims not current proof,Operational runbooks: source consistency and evidence limits,,c560db830ad937119919a7c225865e173746ff4d12d106695e4eb91b39c6bef4,inspected; no separate finding recorded,Not executed; static audit only
docs/runbooks/admin-workflows.md,Direct document review; historical claims not current proof,Admin workflows: source consistency and evidence limits,F042,db094c12055b3693a7f86170cbd9bff6fba88f700111b13380c4cdc705c7a4c7,inspected; findings open,Not executed; static audit only
docs/runbooks/backup-restore.md,Direct document review; historical claims not current proof,Backup restore: source consistency and evidence limits,,5ff06c8353857dd6fa8211bc06ef72162e649f94c8e80f09ce930fc10690d14d,inspected; no separate finding recorded,Not executed; static audit only
docs/runbooks/break-glass-access.md,Direct document review; historical claims not current proof,Break-glass access: source consistency and evidence limits,,3b9ca8acb4d453dac31bcae791b5c124e4b7c2f329202385618ff8a6370a7a84,inspected; no separate finding recorded,Not executed; static audit only
docs/runbooks/business-settings.md,Direct document review; historical claims not current proof,Business settings: source consistency and evidence limits,F042,215e4b6519a64f052f07ff167449cb7914f7329145f5afa7d86c9779db86eb4b,inspected; findings open,Not executed; static audit only
docs/runbooks/dispute-adjustment.md,Direct document review; historical claims not current proof,Dispute adjustment: source consistency and evidence limits,,19cdb085a282d2a7289ffd40dda32cfc1b6248ca7bf1e76734a557b85f0118da,inspected; no separate finding recorded,Not executed; static audit only
docs/runbooks/failed-jobs.md,Direct document review; historical claims not current proof,Failed jobs: source consistency and evidence limits,,dc5d98d5537a0c9b4c13de5a99613d5d84dc9475c902af742e5a13ea7cf3679a,inspected; no separate finding recorded,Not executed; static audit only
docs/runbooks/failed-webhooks.md,Direct document review; historical claims not current proof,Failed webhooks: source consistency and evidence limits,F026;F042,5f723a202d74f9103d8dfd1ce0aeee121f88ac0bec5419bb58cb5c88a995cc4f,inspected; findings open,Not executed; static audit only
docs/runbooks/financial-operations.md,Direct document review; historical claims not current proof,Financial and support operations runbook: source consistency and evidence limits,,3508001a004a4577f8f7c88e2bcfc559634c1a591a782d85f0ab56353b36624b,inspected; no separate finding recorded,Not executed; static audit only
docs/runbooks/mandate-cancellation.md,Direct document review; historical claims not current proof,Mandate cancellation: source consistency and evidence limits,,ffe6a0c8ea3755b588632514307db3f52d8d2f5b1c049a65b5e69c4e87d1a716,inspected; no separate finding recorded,Not executed; static audit only
docs/runbooks/mono-sweep.md,Direct document review; historical claims not current proof,Mono Sweep sandbox integration: source consistency and evidence limits,F042,dc22fff97a39134fc44b90e809a617740e15f929777e85c98097f18d0665b5fd,inspected; findings open,Not executed; static audit only
docs/runbooks/operations-controls.md,Direct document review; historical claims not current proof,Protected operations controls: source consistency and evidence limits,,25a640ea4ab3e5352ff029cb85f105956f16e391142635e18ae7afdf0fdeac73,inspected; no separate finding recorded,Not executed; static audit only
docs/runbooks/payment-reversal.md,Direct document review; historical claims not current proof,Payment reversal: source consistency and evidence limits,,8f491d1b5f85549107d3a08100b08c4ca4fa08616b36f25e74092c9ed9d7297f,inspected; no separate finding recorded,Not executed; static audit only
docs/runbooks/phase5-production-assurance.md,Direct document review; historical claims not current proof,Phase 5 — Production assurance: source consistency and evidence limits,F042,9bb3dc23a63e6b69aea164bc76a9fb4983c998b178341995ef50af7c248d76d6,inspected; findings open,Not executed; static audit only
docs/runbooks/pilot-scorecard.md,Direct document review; historical claims not current proof,Weekly pilot scorecard review: source consistency and evidence limits,,0eb10e18fe282686661098cbbd67f3f0a9de382509388477e8b271a3617f180d,inspected; no separate finding recorded,Not executed; static audit only
docs/runbooks/production-pilot.md,Direct document review; historical claims not current proof,Production pilot runbook: source consistency and evidence limits,,2adc828fe653eb9726c37bccb3b1194350c1599f21300d1cc367dca5b8180a9a,inspected; no separate finding recorded,Not executed; static audit only
docs/runbooks/provider-reconciliation.md,Direct document review; historical claims not current proof,Provider reconciliation: source consistency and evidence limits,,b8d47d4ffa4ecf9f5433d77eb3f2223be2dfc20c889e85c663fbb3f194b2eeb2,inspected; no separate finding recorded,Not executed; static audit only
docs/runbooks/provider-simulator.md,Direct document review; historical claims not current proof,Provider simulator runbook: source consistency and evidence limits,,359bd5be074494802637e35b227f1edd229bc72179fc3ea6f078a5778886ae69,inspected; no separate finding recorded,Not executed; static audit only
docs/runbooks/worker-operations.md,Direct document review; historical claims not current proof,Worker operations: source consistency and evidence limits,,c56c47fdfc788c5dd3a22a4c5df80abe5878d0d68fe77b8792ea94c86c59e650,inspected; no separate finding recorded,Not executed; static audit only
docs/security/production-security-checklist.md,Direct document review; historical claims not current proof,Production security checklist: source consistency and evidence limits,,4ac3e8994ef16c0afe3b0e3273533b3bffd35fc485ef6e0350e332761627c192,inspected; no separate finding recorded,Not executed; static audit only
docs/testing/admin-settings-2026-09-03.md,Direct document review; historical claims not current proof,Admin business settings implementation: source consistency and evidence limits,,17c2771cbfb6df71132f6d94a86e48202310610ad67b577b334f7f1ff950f765,inspected; no separate finding recorded,Not executed; static audit only
docs/testing/admin-workflows-2026-09-03.md,Direct document review; historical claims not current proof,Admin workflow implementation and verification — 3 September 2026: source consistency and evidence limits,,9311d7c93f0d4974bc132591c38682d7ef0634049489d1acd6e4dc8be49b2fff,inspected; no separate finding recorded,Not executed; static audit only
docs/testing/audit-2026-09-06-implementation.md,Direct document review; historical claims not current proof,6 September product and reliability audit implementation: source consistency and evidence limits,,d16da1040aa4971c2dc70b091a1af60e6d0c64741439cc9ba1533c7c845d5698,inspected; no separate finding recorded,Not executed; static audit only
docs/testing/audit-2026-09-06-refinement.md,Direct document review; historical claims not current proof,Audit refinement: source consistency and evidence limits,,974ac02c14ddba5125b877a7c00266ed63b88716d159d6608ffa84d19945f8ea,inspected; no separate finding recorded,Not executed; static audit only
docs/testing/audit-2026-09-06-verification.md,Direct document review; historical claims not current proof,Audit implementation verification: source consistency and evidence limits,,39f72d3cc09ed2f0c613bf28365a8054cf87459b8b88121121ed2b88922d6a75,inspected; no separate finding recorded,Not executed; static audit only
docs/testing/audit-2026-09-07-completion.md,Direct document review; historical claims not current proof,Audit completion — 7 September 2026: source consistency and evidence limits,,1c67d15929a51839c5323adb205514f7692f7165ef37d9903fde619dc8141c7b,inspected; no separate finding recorded,Not executed; static audit only
docs/testing/code-audit-2026-09-03-files.csv,Complete parsed artifact and diagnostic review; no execution,"code-audit-2026-09-03-files.csv: provenance, semantic records and current applicability",,9f6aeab6fd3ad2b7dd1273eee6e14b9a173e2f89a6a6dda1eee53c456830c6cd,inspected; no separate finding recorded,Not executed; static audit only
docs/testing/code-audit-2026-09-03.md,Direct document review; historical claims not current proof,Kredit code audit — 3 September 2026: source consistency and evidence limits,,3208f54ee6895f19dd3e5a15e2b0538ef314c23dc3644325bd25924f522d64c7,inspected; no separate finding recorded,Not executed; static audit only
docs/testing/code-audit-2026-09-04-files.csv,Complete parsed artifact and diagnostic review; no execution,"code-audit-2026-09-04-files.csv: provenance, semantic records and current applicability",,ed3adcc37e6d44bc7e19013c141bcac49ab0ffd9f4a9fafd24d8b5e2a7babbfe,inspected; no separate finding recorded,Not executed; static audit only
docs/testing/code-audit-2026-09-04.md,Direct document review; historical claims not current proof,Kredit file-by-file code audit — 4 September 2026: source consistency and evidence limits,,be6cceec7844acbac8df20be9f288183ee18d60cf75a50e894be124c5fdb8f8a,inspected; no separate finding recorded,Not executed; static audit only
docs/testing/code-audit-fixes-2026-09-04.md,Direct document review; historical claims not current proof,Kredit code-audit fixes — 4 September 2026: source consistency and evidence limits,,80f7bf31b66a62892897fbee0b9cd5ed6b0687f65b3344773970c0196e8d0db6,inspected; no separate finding recorded,Not executed; static audit only
docs/testing/code-completion-2026-09-02.md,Direct document review; historical claims not current proof,Code completion — 2 September 2026: source consistency and evidence limits,,562a17a8f2cef887fa302d5402badedf06e10c583404318d2f2ba8f6739c95cc,inspected; no separate finding recorded,Not executed; static audit only
docs/testing/code-review-2026-09-02-files.tsv,Complete parsed artifact and diagnostic review; no execution,"code-review-2026-09-02-files.tsv: provenance, semantic records and current applicability",,57a6c98b96639073c19803314e54348b1a2de9ee6e96637cfedf36dc199c78f9,inspected; no separate finding recorded,Not executed; static audit only
docs/testing/code-review-2026-09-02.md,Direct document review; historical claims not current proof,Direct code review — 2 September 2026: source consistency and evidence limits,,8a94a6181c3131e70c44ee471b203d54862ac632ad9134d7f461c65810f9c405,inspected; no separate finding recorded,Not executed; static audit only
docs/testing/mono-sweep-evidence.md,Direct document review; historical claims not current proof,Mono Sweep acceptance evidence — 2 September 2026: source consistency and evidence limits,,a59240a3dc5984bf87d603bde93692c4a70e384357d7149b08ce1d0498413b80,inspected; no separate finding recorded,Not executed; static audit only
docs/testing/phase4-provider-evidence.template.json,Complete parsed artifact and diagnostic review; no execution,"phase4-provider-evidence.template.json: provenance, semantic records and current applicability",,c8c9e057e6edb843d7a3666d1b36a258f23f133b631cd7535d3ffe2d9ec1aaa8,inspected; no separate finding recorded,Not executed; static audit only
docs/testing/phase4-provider-verification.md,Direct document review; historical claims not current proof,Phase 4 — External-provider verification: source consistency and evidence limits,,62ce3b16b144f74dced04f3308356e9504cb17ea96b8323ddd8fbf9f00f4ad2b,inspected; no separate finding recorded,Not executed; static audit only
docs/testing/phase6-hardening.md,Direct document review; historical claims not current proof,Phase 6 — hardening and product polish: source consistency and evidence limits,,658c56513c576449eb499788513dd32374e5b0e57d9f195f433e137d93ab769b,inspected; no separate finding recorded,Not executed; static audit only
docs/testing/prelaunch-followup-2026-09-04.md,Direct document review; historical claims not current proof,Prelaunch editorial and engineering follow-up — 4 September 2026: source consistency and evidence limits,,a57fb83b013c5781796e4af8948dd6e672af419dbf1df5472ef18eaa08a1e817,inspected; no separate finding recorded,Not executed; static audit only
docs/testing/solo-audit-2026-09-04-files.csv,Complete parsed artifact and diagnostic review; no execution,"solo-audit-2026-09-04-files.csv: provenance, semantic records and current applicability",,6ec529b6c9ae1924135dbc47f130d2df34128662f4f1c557e953e96a6416bd8a,inspected; no separate finding recorded,Not executed; static audit only
docs/testing/solo-audit-2026-09-04.md,Direct document review; historical claims not current proof,Kredit solo audit — 4 September 2026: source consistency and evidence limits,,6e80e2bbebc8cf9f74a8e565427e8179197613c94c17ef3ea92312ae64765647,inspected; no separate finding recorded,Not executed; static audit only
docs/testing/test-matrix.md,Direct document review; historical claims not current proof,Required test matrix: source consistency and evidence limits,,46955fe46ef6ea7b385b76a5ac44a118e06668c131d2d02b352224dffa125272,inspected; no separate finding recorded,Not executed; static audit only
docs/threat-model.md,Direct document review; historical claims not current proof,Kredit threat model: source consistency and evidence limits,,a5fc245ccb62197dc3a52407a50f64a504fb57b0adbe0912ec3af9e43afd4261,inspected; no separate finding recorded,Not executed; static audit only
go.mod,"Dependency record review; no installation, scanner or third-party source audit","Dependency/toolchain pins, integrity, imports and available advisory evidence",,0b9861a7176e4750ba1590a23492dce25fa0b441e7b1dc2ca0869f139e3ac1aa,inspected; no separate finding recorded,Not executed; static audit only
go.sum,"Dependency record review; no installation, scanner or third-party source audit","Dependency/toolchain pins, integrity, imports and available advisory evidence",,d91c986f0fdb7631a6c0801bb937eb75911ff0a9a5c6daf9ecffa7867f74a6e2,inspected; no separate finding recorded,Not executed; static audit only
infra/containers/.gitkeep,Direct operational source/configuration review; not executed,".gitkeep: deployment, boundaries, failure handling and referenced paths",,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,inspected; no separate finding recorded,Not executed; static audit only
infra/containers/Dockerfile.api,Direct operational source/configuration review; not executed,"Dockerfile.api: deployment, boundaries, failure handling and referenced paths",F039,48b5fe9235e0ec218f2acde9c55fbd67cedfee2abac4e722a53780359671048f,inspected; findings open,Not executed; static audit only
infra/containers/Dockerfile.web,Direct operational source/configuration review; not executed,"Dockerfile.web: deployment, boundaries, failure handling and referenced paths",,4eeca3ca8a46aa0efc39d830727a47165fb30bb8ddb29bb715095db626e7f865,inspected; no separate finding recorded,Not executed; static audit only
infra/containers/README.md,Direct operational source/configuration review; not executed,"README.md: deployment, boundaries, failure handling and referenced paths",,b7963410b31c8cd3dfd0fd246b3d0a881b323923bdd51a8c703282482c7db143,inspected; no separate finding recorded,Not executed; static audit only
infra/environments/.gitkeep,Direct operational source/configuration review; not executed,".gitkeep: deployment, boundaries, failure handling and referenced paths",,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,inspected; no separate finding recorded,Not executed; static audit only
infra/environments/Caddyfile.prod,Direct operational source/configuration review; not executed,"Caddyfile.prod: deployment, boundaries, failure handling and referenced paths",F003;F011,783a502a49754e0f6cf87b5be90df8581f451d71eacc40c73660ce770145e0d5,inspected; findings open,Not executed; static audit only
infra/environments/README.md,Direct operational source/configuration review; not executed,"README.md: deployment, boundaries, failure handling and referenced paths",,dba1d88341dc421d2ed86e638447889ca6a1dde270c96429d02d9802e0bd3347,inspected; no separate finding recorded,Not executed; static audit only
infra/environments/docker-compose.prod.yml,Direct operational source/configuration review; not executed,"docker-compose.prod.yml: deployment, boundaries, failure handling and referenced paths",F002;F004;F006,a7a744935b218d5aac9629b0978bbabe8cef80ed7c712ac3ce2499a12c731265,inspected; findings open,Not executed; static audit only
infra/environments/env.production.example,Direct operational source/configuration review; not executed,"env.production.example: deployment, boundaries, failure handling and referenced paths",F002;F005;F041;F042,3456a4b49f9c39dac883c14a48cf34dba77d7a52be2e0df2fd5942ec535d2558,inspected; findings open,Not executed; static audit only
infra/environments/main.tf,Direct operational source/configuration review; not executed,"main.tf: deployment, boundaries, failure handling and referenced paths",,f8ec2d323a017955ff05f62674ac6931c7fdfcf53d882b1e4a69053eee04a243,inspected; no separate finding recorded,Not executed; static audit only
