file,bytes,lines,sha256,review_depth,findings
db/migrations/133_settlement_registration.sql,2848,43,9480db5d5287095b60f2ec073c8d803b30aba83bf4c6f9f1b14c1bc605dafffc,swept,
db/migrations/134_base_fee_accrual.sql,259,5,4ff53683d55abc0a2cf6cf06f17bdc9f1c993f247d7059e75937976a3fc0c65c,swept,
db/migrations/135_fee_billing.sql,5954,92,374f80f4162ae22f62de76985d52d6ae0d13b61d8a2ebf521561dd6c61e15225,swept,
db/migrations/136_fee_invoice_refunds.sql,297,6,ced409c35763a3a100730eaa9356f439a1b82d6c9d45e6dd4c0858178918d0f3,swept,
db/migrations/137_native_identity.sql,3039,42,f9e4a661c85fcb2691434eeb4d4e5c0ca2fdb10bc6557a5e48825415a62424ac,swept,
db/migrations/138_collection_settlement_routes.sql,2623,44,f80018017d1ca067b7c3a9830689dd79dbfd5224fcf46ef8bcbd4e2c0b4c13d9,swept,
db/migrations/139_named_mono_boundaries.sql,4865,44,e936b8b65bfba12e8b33f6a8561b82a819c626765c6460d17bbe47514a8cc329,swept,
db/migrations/140_split_fee_allocation.sql,1348,22,97238f31eaea15434452eb41c1587f49709a7d950b89c9ff0abdb1bd4540aa2a,swept,
db/migrations/141_authorized_fee_billing.sql,3499,41,126a5def2f31e429b1607995f73b43145dc9274e772a963a758153e31b838a61,swept,
db/migrations/142_fee_bank_reconciliation.sql,1420,19,3e9b12c83869b6801fc6e90fa8e16def5c05ed10dc0bf33993124cb59630f81f,swept,
db/migrations/143_fee_setup_review.sql,1271,14,48954def2df3fc6986ef56aa319e087bbca099c29b0dd4fc51256b7993adfccb,swept,
db/migrations/144_identity_review_history.sql,2612,30,643190a989f6c48556ed78bd3fed135cd35c2e6d1c1761a15c0e31fd2bf7d5f9,swept,
db/migrations/145_fee_evidence_guards.sql,3380,43,00fceca7e6725ad933ece77c747434b9ce3195d155c00b593376e340d4e982e9,swept,
db/migrations/146_fee_notice_routing.sql,1269,17,3112d63392da0600037673f6cf4ec5e5316f8cac6d5b7b5ee9d5e9b93af9bc11,swept,
db/migrations/147_personal_fee_consent_export.sql,300,5,87413dd4c6bb9a2635066190fb8549570c78355910369b3a627a80e9373aba33,swept,
db/migrations/148_unpaid_split_fee_bills.sql,834,12,016eff909c0137200956558cb982a2aa282781d6584ea728b70606cbff249a79,swept,
db/migrations/149_consumer_sales.sql,9903,106,1548374f2abde8ac20535bb083825713ad1dd2e16dd0b05b11513ae05a3378df,swept,
db/migrations/150_consumer_acceptance_guards.sql,2023,26,0adcfe2cdf5d726f8d13d211fa136ded98b67757394d2c540fbe37dc528d251c,swept,
db/migrations/151_consumer_retailer_readiness.sql,2294,31,af891724c6e7f4815141acaae9205062b7c6e25108f61f71020a11bd4afdd265,swept,
db/migrations/152_consumer_automatic_activation.sql,2823,35,247636afae4d68ab4e2ce304412558709655d4c0285ae85c00d8dbe34c636610,swept,
db/migrations/153_dsa_referrals.sql,18259,185,c33ba0daebda02dd9fc6bbdc066f722d9da39c16d931be26c545975a68684bab,swept,
db/migrations/154_bank_debit_enrollment.sql,1926,34,20634532f3da975ae2e57c59e5e9e6b36a6a7b094d4d6bc0262b914074a25a7e,swept,
db/migrations/155_audit_reporting_and_recovery.sql,12700,81,5a279777395d15f9829075fc2205de1470dd4c0b18a16f56ebdc4a42ce859c45,swept,
db/migrations/156_recovery_queue_monitoring.sql,2033,40,b06bd8b9a2926fd50e84227949c502c69f40788bf709d91a63bcd9f2a9f0d80d,swept,
db/migrations/157_audit_trigger_owner.sql,1325,24,868cf3fde29b288f2f32e25246c37e03c4549b09d9f3a80f1702143e1577e1a9,swept,
db/migrations/158_privacy_tenant_isolation.sql,2190,25,39ed58b3d17bedd6bfd31a405b0d7c97caa7e7515258a7a212517da8657149a3,swept,
db/migrations/159_recovery_tenant_isolation.sql,1998,33,9a48d6c240a56e841b305140aab93abb00a0cda9cdc8c4d2a4a05fa4048c7233,swept,
db/migrations/160_correction_tenant_isolation.sql,831,17,1a687cac68730ffa820c347a4021295d9d7ff69222db48ecb0041717234b606e,swept,
db/migrations/161_dispute_tenant_isolation.sql,891,14,07c3858454d835ac2efbed38b64605cc9e368d14274853bdc6dc11eff6f64634,swept,
db/migrations/162_schedule_tenant_isolation.sql,578,12,522d99580c723fc97deedbcb6f7c03016443023341bf07bcc3c4e34381d9b1df,swept,
db/migrations/163_notification_tenant_isolation.sql,3962,63,83c5f3281f400b464518fbd8a41e90fd0806a590987bbedd6e079327fbc25f85,swept,
db/migrations/164_isolation_operations_projections.sql,2365,36,eaade0c86aa1a9116b40ea4650999e9dc1f88ea5b9025a9d03dcda1dc3b9af01,swept,
db/migrations/165_business_workspace_identity.sql,2383,42,25252a740062249e42bd3317f1f3e67ccdc34810bfacedfeb275adaa9c1bb30c,swept,
db/migrations/166_distributor_import_replay.sql,1026,15,2f710e867f3fca23d23b8c8bef25fa718ea44f9fde189876f5337d569ad65332,swept,
db/migrations/167_invitation_business_binding.sql,222,6,b4deb298ab83b3fac8ebcc0dff19099577797ac9ab4f7a2929b4919395188056,swept,
db/migrations/168_distributor_import_batches.sql,2790,53,5a2b7a6ff037b8c5c47a548e0edeaa1213a28abee10fcd1904d60cc643613e51,swept,
db/migrations/169_distributor_import_row_integrity.sql,604,12,0de3e380a3df4e8fa3c6e22c36e1d866e2fa5acb8f7af1575dc53ac5f050ef1d,swept,
db/migrations/170_current_purchasing_authority.sql,4546,68,d0529b608b2c8e452be2e8db8101ef5a1c4a81ee11f12e79bcd8cbd9ce84d9d1,swept,
db/migrations/171_lock_purchasing_authority.sql,5145,78,6cf4b9621b32698a42c7c54ba23b917e84f7070881dd7610556c76e60adcce5d,swept,
db/migrations/172_business_credit_approvals.sql,6552,85,0e3ed6a75538c92e32a15e45411786fbb1268e13e876977535b54ece26b45ec8,swept,
db/migrations/173_credit_control_history.sql,2265,37,6b4d554bfec68590a1203e0feb6f5b39f5639fb3208c526f0cf6431bc96e1362,swept,
db/migrations/174_credit_approval_evidence.sql,1993,39,20fb5d9c2a6c96e5397fbdd3cc024159dabc336bfc9cecdd53f517a432bdf278,swept,
db/migrations/175_credit_reviewer_limits.sql,5850,65,a02b6477cf255f203a3f3d6660bb1419cea3f40874b3f3ed74736ddd26bde254,swept,
db/migrations/176_business_network_operations.sql,5774,83,7785e7632445049e75fd3d610d401e4392c3d3cc699b44bb0b583f2ab1cd6c25,swept,
db/migrations/177_network_current_authority.sql,1060,14,9aa873a901d637ce6e2035d0c869d24ff4bf2d37e2ad6dace5e89e0d9d553aa6,swept,
db/migrations/178_canonical_business_identity.sql,5294,70,50832fc3e30d2823198002d3390ea42e7f280ec1c4dd03933e2d948719ca26fb,swept,
db/migrations/179_canonical_identity_binding.sql,1902,29,bc6b4f9d6e1b523e755dc734213e51fa75822a46065c8cbf8bc3118feb181414,swept,
db/migrations/180_purchasing_delegation.sql,8816,105,da9a3ba7ec1a16deea84e24b4cbdef23bcd519b3907a9590f5152221d2100f48,swept,
db/migrations/181_staff_verification_scope.sql,412,7,2dd153cc8e38fcb20ecdf2b74b509e4738a661c15a00d48f78ce9fd87dbb2c80,swept,
db/migrations/182_delegated_authority_revocation.sql,1532,20,62060b082d259ec3656f04664fa6ebaecf40974b05c3197dc50f0d345e9fe432,swept,
db/migrations/183_staff_purchase_history.sql,1419,24,e264817d577f42aedd483629b289a016bd8f4a10abde7e03695da693b160e30d,swept,
db/migrations/184_delegation_metadata_authority.sql,1052,15,e8a4535fee0399a29d1ce1fb43f4f744a9e932369bd9ddfed74b25e12900866d,swept,
db/migrations/185_purchasing_membership_binding.sql,3420,47,5705f9cc413f34f24b1e578026e35ee466fe20d6a732e415551e5ecd13902882,swept,
db/migrations/186_purchasing_owner_role_boundary.sql,1356,21,35f8d492c547c93e7f78b81ff4a392a411b7731fd4ccf6dbbac7228c885b0faf,swept,
db/migrations/187_purchasing_owner_grant_validation.sql,1198,22,5ff57696f0f1fb953f6900136a3f3a46ab90543a3efc8c62c398e4d7381b5b10,swept,
db/migrations/188_business_purchasing_indexes.sql,750,10,167985901fe206b971d1c36fa0a0b6912a5856962a5dea7e7d0a99cda9957402,swept,
db/migrations/189_supplier_branch_boundaries.sql,17249,170,3d22f7553dc92297320d930ad394f047eb649b6062704446d7614bf518520089,swept,
db/migrations/190_branch_write_authority.sql,3601,41,6684b5e58b747621358ab78d7cac8697a9615a4fcb2b4139af85628cbbf69741,swept,
db/migrations/191_branch_scope_compatibility.sql,1966,19,5d6c121c76af9461d1069f0978ad5e317cc7983788746ea10e7ac28d460288d8,swept,
db/migrations/192_branch_scope_replay.sql,2810,34,756e3e2f4e73857bb9ff5f5e8993f12709e8388b1613ae8c5e321d8889bc99fb,swept,
db/migrations/193_branch_related_money.sql,3740,26,4a2955efc29497879dc1239c77e672b3c5262a2438be5d54ed4662b4c241a1dc,swept,
db/migrations/194_branch_snapshot_authority.sql,3338,22,db932b1dda2c15d19177b4a76cbd5acc062c1650155d25f1411b36ae2517cf27,swept,
db/migrations/195_canonical_organization_consolidation.sql,5389,81,cdbc01f66fea88773ffdfc3f6cc6292087b41b5b6351b10cb531450c348393fe,swept,
db/migrations/196_delegated_drawdown_purchasing.sql,3013,51,a29ef8c3d7af97161bb18c7679db77e8e89e147feb0ae7a1ad3d5d186933822a,swept,
db/migrations/197_branch_drawdown_approvals.sql,6823,132,5e4dc0dfaf9af4595051ee319116c6648d3ffdc8a9d84b675c7e1b5f7917c9cb,swept,
db/migrations/198_item_level_lifecycles.sql,6187,113,ba37f3c7eeb086813ebeb7194b42655974b321f1faa9bedead45d7fe1288fb89,swept,
db/migrations/199_opening_balance_import_batches.sql,3889,73,8661c311a311cb4a1e634322ff94dbb6d9e1d0bd69769ec417b322e9178d387a,swept,
db/migrations/200_payment_status_and_idempotency_recovery.sql,3147,86,f0fa872184452ed6de0018857d38f687ef2ed62ad6bbeca5fa0db04e9cdc18df,swept,
db/migrations/201_audit_order_import_integrity.sql,15812,220,aa4f069cfcdb9fadd81f277de772b24485b11e288cba5d5993da677ae7b1042a,swept,
db/migrations/202_identity_document_orphan_recovery.sql,2205,42,9dc857aa8d5b5f16431e7d0d868511842a32fef37945d02e65a42734f4d41255,swept,
db/migrations/203_buyer_payment_claim_lock.sql,3330,66,64276a2a7a00cfc887856be0244f443aacef9c1c1f17e41821c1274bc9b036c3,swept,
db/seeds/001_demo.sql,24634,245,b4a4a9aec2b5200e318ab9390a9fe95fcc857a352636d185ed10bc0edc412edf,swept,
docker-compose.yml,5151,177,d1506e08a48c445e4ddd7f4196886132e32ba95a4d49b623a562e1ee81f24ca0,not-reviewed,
docs/adr/0001-modular-monolith.md,921,25,cfc77e58081b3ca5d7931091861e2f6014b02aa1c6a4fbf3bd6f770b1e0bd278,not-reviewed,
docs/adr/0002-financial-source-of-truth.md,647,18,458854feebbd6a4d4fc5473b5722db6e6a38eec0d68a89b3656e07eedf1ad7e4,not-reviewed,
docs/adr/0003-provider-neutral-identity.md,876,23,2d2c48fe09ec21b961bb40adf9b22d9c8d9a37610c757e539e797855292bf4f7,not-reviewed,
docs/adr/0004-mono-sweep-collection-boundary.md,2027,39,116cfac1b80beea4d1afa2974edad1c3ca562ce188c0a99b67546a34f6d79242,not-reviewed,
docs/adr/0005-hand-written-http-and-sql.md,3985,81,08299d90693f39cfa58f6bb6992b0f558594d8c6b95cc1ba61021618fa010732,not-reviewed,
docs/adr/README.md,259,6,cef5a0a5b37f7457f151a72f661cc7332124083935f4252d2c4311149653d157,not-reviewed,
docs/api/README.md,375,6,0365e5b2914f5c3e649c4562197df86480a42e9fd29a3bb032f6a55564e59f3c,not-reviewed,
docs/api/openapi.yaml,149262,3856,9a9043e7f56bfbc6ade6f8703c7afab02147027a4b20152d45c03309ed87cc89,not-reviewed,
docs/architecture/collection-provider-routing.md,6644,134,436d85bc063976dac891cce499bfe5026a9cfff6a05b86563c21eb7f4cb6e01a,not-reviewed,
docs/architecture/collection-strategy.md,12297,249,d7d194a7a4561e796b68c11ea278fdb759200d12b3571c92160e1a59fbef7c89,not-reviewed,
docs/architecture/product-engineering-principles.md,6674,77,02ff95fd3303d803d55853d23316650f043340f1fbb6c5a0b7597f64491e1b4b,not-reviewed,
docs/audits/2026-09-19-file-audit/FILE-BY-FILE.md,367485,2369,ea0815dc605380382c380cb66f9a92dcbf4fe1c2b21d30dbac197b42173d956d,not-reviewed,
docs/audits/2026-09-19-file-audit/FINDINGS.md,29329,181,97d3b2103837ab7f8b1809350f21226c5b76f1fb16e865494a39c9270e3dce6d,not-reviewed,
docs/audits/2026-09-19-file-audit/FIXES.md,6486,49,0cdf6f0227585cafdf1d7be47d0015e6550999921bf1113c66fd84a9a8bdaa31,not-reviewed,
docs/audits/2026-09-19-file-audit/README.md,5403,40,052e1be0472d5ae59b0840b0e41b0a9f9fd08562d436d8ae9f28409d344d8feb,not-reviewed,
docs/audits/2026-09-19-file-audit/REVIEW-LIMITS.md,6508,46,32467f72b8318866f57b3f6758bd6b9c2d7940218268fcc6482c0f4ec60491f5,not-reviewed,
docs/audits/2026-09-19-file-audit/code-index.json,663755,30433,a7349e7ee59132edd945a83b6cfad980544e27a28d3a6f9b78f3a8d5136b8ad0,not-reviewed,
docs/audits/2026-09-19-file-audit/inventory.json,13266497,387039,4fc634d9d05f0542ab2b2d16c6a37cabdca1cc1a6e9661da71fddf8c4256f5f5,not-reviewed,
docs/audits/2026-09-19-file-audit/reviews.json,442831,8031,3adca69622112ed4f7e4b1e5ca02818d10dd7c4fc9383804ee14c91c89a30c77,not-reviewed,
docs/audits/2026-09-20-remediation/BACKUP-SAFETY.md,2603,13,b825ae8852b6770ee2840f62e47030bdeed901f6052ba489a999dbcd2e0cfab4,not-reviewed,
docs/audits/2026-09-20-remediation/CLOSEOUT.md,3434,58,e08ce88fcefd3bc3e191999dd0558cdd62329cdde322b00e232498f1d1eda2b5,not-reviewed,
docs/audits/2026-09-20-remediation/ERP-CONTRACT.md,2327,13,5f27dfe405ed4a41803b2ec9d9938b8811ae93ad06e7f9e375b04baa14f926cf,not-reviewed,
docs/audits/2026-09-20-remediation/IMPLEMENTATION.md,6458,48,27df63a70b8fcdaf3109b88c49b6f12192869f5f94caf1c86b1e22e45f9612ea,not-reviewed,
docs/audits/2026-09-20-remediation/REPORTING-AND-REVERSALS.md,3357,21,b39fd3862894e58199db995444d000d113513c5dc3fd4515c0e98891738ae5f1,not-reviewed,
docs/audits/kredit-fixes-applied-2026-09-15.md,9832,187,85a4464d61bc4b6af54d00699235a2d631f1c7276fe747fa22ddf34313b48d5d,not-reviewed,
docs/audits/kredit-platform-audit-2026-09-15.md,24341,346,c15234f44dd7e8fdfd3a751519751f3003fd7138897255e896ed4ba129dbb3de,not-reviewed,
docs/compliance/README.md,475,10,a706c778a697ae775729fbca142045c2ffe4b17c7b69b9fc461a9f456be8290a,not-reviewed,
docs/compliance/data-inventory-additions.json,7564,50,55d3d3966417a4996a9b5552d8780a4c435d5a7e170e3aeb91b8ca2427556100,not-reviewed,
docs/compliance/data-inventory-review-status.md,1825,17,813a5ee973c3188d446bd547dc285d14cd1620fdd4ee3c9979ce4cc66e0a4538,not-reviewed,
docs/compliance/data-inventory.md,5440,46,712caec60742858460d62352f73c37a8d735b0c926c5a60612cbd1c9ed88ea4a,not-reviewed,
docs/compliance/data-inventory.tsv,744781,1425,a45bd831a151ca44a30ea02f45545a465021ad43cf4e036a8461b8b6d2cdf0b3,not-reviewed,
docs/compliance/dpia-trade-history-sharing.md,15534,263,e039ea1b3b740c53956fea641d08aea7110c92bca3cdc7e72301e974ebf6ffe1,not-reviewed,
docs/compliance/rls-permissive-baseline.txt,138,2,8f9bddc633a8de4e1882e50dfbde68ec232c2e5c4d680f1c76fe6b3e9bbef009,not-reviewed,A2-006
docs/compliance/sub-processors.md,6443,54,f0130857780baed4da5cad3208a53963d5ed823aebe308f239336550eb07674c,not-reviewed,
docs/content/article-research-2026-09-04.csv,55062,101,321d40e1276dbaf3afe19fae71c4a5a46b4301ecd187962b8bc26f356410652c,not-reviewed,
docs/content/editorial-standard.md,1341,13,099a51c7fc7cba0447a267cf8c21bbb33a87668bef110814262064c9ad33bb79,not-reviewed,
docs/content/search-research-2026-09-04.md,15640,116,0b6d6cfc7fb7bacc493441967af9c5a44b6935fc3d3de5b7cba3e21100ce1a7b,not-reviewed,
docs/content/topic-backlog.md,7921,93,c0757ad8b86062fc700a4ee0ef6654d8327a23308bd056a06bf4ae449c4a4c46,not-reviewed,
docs/data-map.md,8999,87,fcec10f0029c3c93c1c2752791011508cc63e1633b6363460add05e6686e92ab,not-reviewed,
docs/launch-audit-2026-09-08/ADMIN-CONNECTIONS.md,5477,57,d09121604f2f1ae5f5d9ae00a245ec0bb60ed30e6504d881fc2b5173c4358b4e,not-reviewed,
docs/launch-audit-2026-09-08/FILE-BY-FILE.md,39813,268,1b8074461dfe93ddad0d35313566f7b9548e5c2f224b39f68190973aeb4cf69f,not-reviewed,
docs/launch-audit-2026-09-08/PROGRESS.md,15028,100,2d8bdc89fec62b66f572d5297f637c8351dacee1c91e0ecb1e0fc45008287b3e,not-reviewed,
docs/launch-audit-2026-09-08/admin-connections-mobile-actions.png,64454,,ec184d457c7f2d2e773e36f001c5c282447f9a673eb78c8991fdb457d89f6131,not-reviewed,
docs/launch-audit-2026-09-08/admin-connections-mobile.png,68126,,ce0c911d0d81ab69e9d52b8e4462eca04a608c69a1f4f540cdde85e84fff0473,not-reviewed,
docs/launch-audit-2026-09-08/file-by-file-audit.json,450545,5894,dabab05efbada50990eb453be67e8e5e2fb065491e6311597cfff6c3bee6577b,not-reviewed,
docs/launch-audit-2026-09-08/file-review-index.json,70479,2666,0fab5a881cb2d6566763e102df70816d87dd6c2c06d25289888dc659496913a6,not-reviewed,
docs/launch-audit-2026-09-08/home-desktop.png,148625,,e9634b0ee9e22c19fa27d950484371d638c894387c87c14e95dda8b674326c8b,not-reviewed,
docs/launch-audit-2026-09-08/home-mobile.png,53021,,532d2741b0458c325bc6b39658bf6b87427acaf878180d6d94af1b80c11a5a1a,not-reviewed,
docs/launch-audit-2026-09-08/initial-browser.log,56996,593,1edda4ad30e7422c32e77d9fd386f63b33b7c03bd9a71d62b066e4b16e7ab21c,not-reviewed,
docs/launch-audit-2026-09-08/signin-desktop.png,84370,,fccae9aa2da8632f351846304ea67865499ab5c20ae71e5a487232c32e26e13c,not-reviewed,
docs/launch-audit-2026-09-12/FILE-BY-FILE.md,265317,1377,582353f78f0a735b128988358db023d99f130538f845761c92ec2700132f9dd1,not-reviewed,
docs/launch-audit-2026-09-12/FINDINGS.md,31899,185,2478f553fc216b0cdbe7f03d17d95df4cf9196b6d1304843a85e15f8953900c0,not-reviewed,
docs/launch-audit-2026-09-12/FIXES.md,8628,72,b753ffb70196b471e8bb920d462a99308ffa7a7cd5b102d5911983e70bb098d5,not-reviewed,
docs/launch-audit-2026-09-12/PROVIDERS.md,9436,59,faef8764fedf61e96f654e63e4fbb5d787f5f1fddae917e1ced6ad3b9c302db4,not-reviewed,
docs/launch-audit-2026-09-12/README.md,7405,67,bd649e07948aea323fff4d59ae580ee418a3555100d4f79d00e8db915e1c6b29,not-reviewed,
docs/launch-audit-2026-09-12/file-review-index.json,752080,16171,69964d26ee7cdf9e69eb1e3d3a3472d1d3bfcc39c76bf77a446873b3f7bfd845,not-reviewed,
docs/launch-audit-2026-09-12/file-review.csv,273746,941,e29d9262fdff1b51314f2f07af781d8f9764325f75330d9c1b67bd8c6da80fda,not-reviewed,
docs/launch-audit-2026-09-12/findings.json,42763,519,c20c5aeca49e3337029f64555677751ea1fa233eb0062358fe534bd7a451538a,not-reviewed,
docs/launch-audit-2026-09-12/repair-status.json,14102,254,112a46badd19938d9c863131c283e066bfbc5dfa92577f0dacd969cc41325f78,not-reviewed,
docs/launch-audit-2026-09-12/scope.json,3307,90,02fa7e2303432f1332a6d5853d94150543bcda4f0901f6010c32e987b74157f3,not-reviewed,
docs/launch-readiness/OPERATING-NOTES.md,6455,109,b247bd403f4ae6ab631ba7b8f5cf4906a7b5fbb6a639a7e7989261e268ca603d,not-reviewed,
docs/launch-readiness/RESUME.md,1484,22,1b1e3638a377169b1298411dba361a17e28258dddbda8cf8d963e9f82cdf6a5a,not-reviewed,
docs/launch-readiness/TEST-RESULTS.md,3877,45,1464d623f23fd66250e707079ebb5b0d7a3181a3ed52feabd60e217ed63a01f9,not-reviewed,
docs/launch-readiness/baseline.txt,41,1,8123b6f4154dd489e0275f442eb6ba07aa6fd3b559e877c51b5cf8293610e065,not-reviewed,
docs/launch-readiness/changed-files.txt,1360,37,401ca75d3ddf54a65b649016b2ca11c9aa3e58734b7314dc3def303ae44a1b26,not-reviewed,
docs/launch-readiness/changes.patch,162110,1464,b2b8659b6e6783c3e6862e680a8d42ef22940c2ccde28a1799e6f6ede66a6cd8,not-reviewed,
docs/launch-readiness/evidence-manifest.json,1640,18,30ddead57007b7bcbfe8c5abe3d92450b8e19879749431925dc74b99c0cc73a5,not-reviewed,
docs/launch-readiness/evidence/after-complaints.png,334169,,6bc3967a978df8873564a222b7d980567e7583fc694de8b722d708c5406c71e1,not-reviewed,
docs/launch-readiness/evidence/after-home.png,688280,,99ea1ef1c5d3a45c63c4f1f1883603d24deefec3ee917b6501e795e5a3eff100,not-reviewed,
docs/launch-readiness/evidence/after-pricing.png,309587,,562c54f7ad1ad356c910c9f342a8aff9250e8b892e4bd31b128d7f94fe52ed7e,not-reviewed,
docs/launch-readiness/evidence/after-privacy.png,1394425,,91537c08ccef764192727b70385539852b03eba407e00eeda3b73ac29851119a,not-reviewed,
docs/launch-readiness/evidence/after-signin.png,131921,,7a42fe6b49452fcf604d923be62e5167c9c9a8202467f4940b63aced2c42ada1,not-reviewed,
docs/launch-readiness/evidence/after-terms-mobile-closed.png,82346,,5e959c65d25dd85a059249c41930c287edaeb19bee6c2c91c9722347f0a8ac57,not-reviewed,
docs/launch-readiness/evidence/after-terms-mobile-open.png,63901,,7380d7dd158c66537797689929e773013b5d012be9185d78fa84a45e74a2e7d9,not-reviewed,
docs/launch-readiness/evidence/after-terms.png,1383186,,f79a31511ec50883db937e534479aed82535dfcd14e24306328a80a67858a494,not-reviewed,
docs/launch-readiness/evidence/all-go-final.log,2140,54,9a2e4ca7b2c025794eaec5c29f0d8c8dff5a2366cbb3bcd1d0cd0c7efcd2201a,not-reviewed,
docs/launch-readiness/evidence/all-go-unsandboxed.log,2168,56,4b384a11ac535ab48cd7f0184642ba4cc324264a08a48af4df84f4e5ba1751c5,not-reviewed,
docs/launch-readiness/evidence/all-go.log,5256,105,0c60b7e67ff1a828f042455ef768093299ffc33f6d879183b01323aed91da6cf,not-reviewed,
docs/launch-readiness/evidence/api.log,34164,138,30fdffc3276174b432955291f0e882dc7e7eb9fef114b9570f36df93bb2b1767,not-reviewed,
docs/launch-readiness/evidence/before-home.png,693026,,89b256c2b93c87566dc714673d8571606198659c71bc8b4743de9767d59f1970,not-reviewed,
docs/launch-readiness/evidence/before-pricing.png,252680,,b2bcbeff9aa955f0cac15dc8075f28591f0d145b81d8facccdf7afa679b43455,not-reviewed,
docs/launch-readiness/evidence/before-privacy.png,1624608,,cbe73d19f330b13a55d6efc1ed238cdca2f19d98ef6924ad462a06b1a0d8b597,not-reviewed,
docs/launch-readiness/evidence/before-signin.png,128163,,db7ff0fdd1bb9311f1d6a19e757f2eba7706e3be40646328a134d69acc210c25,not-reviewed,
docs/launch-readiness/evidence/before-terms.png,1712471,,14a0c127b584c2a3edd694e0664a8ef894b5b0420fcfaad7a8c5a54ec7635c28,not-reviewed,
docs/launch-readiness/evidence/browser-check.log,476,14,80def651a02c9394a0cc14aaa5a1b987103daeecc93a2734c2382f0def3c708f,not-reviewed,
docs/launch-readiness/evidence/crypto-test.log,45,1,29b574635a00ddd4fd66636f28d34ff3f3b1c1ca5311e9060429545bfb280221,not-reviewed,
docs/launch-readiness/evidence/db-roles.log,685,66,3ce53d6f160256b968536cd4a25f747a27a5e905028692b3bb5daddcc4238af1,not-reviewed,
docs/launch-readiness/evidence/focused-go.log,77,2,d62cde6a79c9fa70cfe28d9e8eb831c48baf600dabe5f147008d089b7f999d9c,not-reviewed,
docs/launch-readiness/evidence/migrations-final.log,178,3,72b1d0b65aeda8773ff0248b9b68ad36e472cb892f35b83379c2d4ce0b163755,not-reviewed,
docs/launch-readiness/evidence/migrations.log,6124,89,b5df4fd54d03ac07429923300d8e950a11fa756167c6214ac5a9040678795c94,not-reviewed,
docs/launch-readiness/evidence/node-preview.log,3704,56,7c1e0e0798a54fd06dd75cdae6166a30f81adb45c7eeeb412bfe79c0aa0136f3,not-reviewed,
docs/launch-readiness/evidence/outage-check.log,405,9,624f0a85b4c8f86f8722fe2f999dbd364fd5b424d1bc83ea901248a3b1baf556,not-reviewed,
docs/launch-readiness/evidence/outage-preview.log,35,1,ea5313f0ae3c99bcfdcdbc8bf528e09f89f7cacd8d58a14732eff254e4edf754,not-reviewed,
docs/launch-readiness/evidence/owner-api-integration.log,32,1,61e270d70f1095bf22106757cbf056814dafe7c81182b2216836ca1d9f63274d,not-reviewed,
docs/launch-readiness/evidence/owner-baseline-migrations.log,6187,90,95586632a34edf9700bedf4ddb23940aa22d04a017a8b590aa7b3697206ad924,not-reviewed,
docs/launch-readiness/evidence/owner-fixed-migrations.log,6350,92,34f31463c21a63d20edde96ccc511e664a10ce38e1a77de729ff558de0c6a1ec,not-reviewed,
docs/launch-readiness/evidence/owner-lifecycle-after.log,1300,22,efe7c91a337fe3846728d3c356c36fb5b5a066c912ee4ef94044a7775dcfc40b,not-reviewed,
docs/launch-readiness/evidence/owner-lifecycle-before.log,1750,28,85c667965c840f2e9cd78e14abb0de88fa2658fd59b6de498d36669512b79954,not-reviewed,
docs/launch-readiness/evidence/postgres-init.log,847,23,d2878e0225a0ebbc532fa60c57df824e0cf29f3a16877db37bf1af1344c677f4,not-reviewed,
docs/launch-readiness/evidence/pricing-source-outage.png,115441,,9961c65d05f84e7ea24a32b29efd4542a300c636fd64439f0cd17efe468aa8e8,not-reviewed,
docs/launch-readiness/evidence/public-playwright.log,1885,20,63f6a596cf37cecfd07a72babb76269fdfe135ff7dd6fa466c7d0398a97ab2e2,not-reviewed,
docs/launch-readiness/evidence/race.log,245,6,d63eeab0f1a08ac37d2d174e80801a1a0570cdbde57f90c3de678aa82be58279,not-reviewed,
docs/launch-readiness/evidence/release-api.log,2329,10,946c6f47b6e0832d608f66cb831800e95add324c413d61d9eecea35feb7f0fc1,not-reviewed,
docs/launch-readiness/evidence/release-browser-check.log,476,14,80def651a02c9394a0cc14aaa5a1b987103daeecc93a2734c2382f0def3c708f,not-reviewed,
docs/launch-readiness/evidence/release-capabilities.json,189,1,7182ccffccc153a0669e9a5bcd04512c8e1640b1542ba98bc6e2f0aa081cb32d,not-reviewed,
docs/launch-readiness/evidence/release-pricing.json,56,1,e78c2d940cb9a2226a7e2c8bb9a732e0fee9dfe872a7b3225056fc38c64d4e1a,not-reviewed,
docs/launch-readiness/evidence/settings-integration-final.log,45,1,f955599b4d2298ff31ecc389385c7a2fae1f276211e7da61f41a7b7a5676e1cf,not-reviewed,
docs/launch-readiness/evidence/settings-integration.log,45,1,87e9476b220d4a3c3d412c9d3ac7bc97549cd9031402d23d625ac64507d37776,not-reviewed,
docs/launch-readiness/evidence/web-build-final.log,103523,907,5309bf8c1dab0256293050dcd117c49552baabf1821bdd521e81cdc796d27b8f,not-reviewed,
docs/launch-readiness/evidence/web-build.log,103523,907,ab0036cb9de6bc3ee45920eb86717e7079b8c6b6d93bb51a1e863aa269929875,not-reviewed,
docs/launch-readiness/evidence/web-check-final.log,49760,387,2994015396e2871fa3b81a9c6a2ef61c84b7012cc944b6cd96471ad91df5155d,not-reviewed,
